kolorowanka,Example,Stimuli,proby.thisRepN,proby.thisTrialN,proby.thisN,proby.thisIndex,zapoznanie.thisRepN,zapoznanie.thisTrialN,zapoznanie.thisN,zapoznanie.thisIndex,Warunki.thisRepN,Warunki.thisTrialN,Warunki.thisN,Warunki.thisIndex,Intro.started,Intro_resp.started,Intro_resp.keys,Intro_resp.rt,Kolorowanie1.started,starttt.started,starttt.keys,starttt.rt,koloruj.started,Instruction.started,key_resp.started,key_resp.keys,key_resp.rt,Wyjasnienie.started,text.started,odp_przyk.started,odp_przyk.keys,odp_przyk.corr,odp_przyk.rt,zapo.started,Zadanie.started,Odp.started,Odp.keys,Odp.corr,Odp.rt,zapo.stopped,thanks.started,KONIEC.started,KONIEC.keys,KONIEC.rt,participant,Wiek (w latach),Płeć (K/M),Entropia,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,48.63275252201129,50.608528921962716,space,24.620690106996335,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<<<<,,0,0,0,1,0,0,0,0,,,,,,,,,75.27197666594293,76.23182675603312,space,18.67688713502139,94.95310749101918,394.935451074969,396.920489068958,space,21.804516799980775,418.7506866949843,427.7377470609499,427.7377470609499,left,0,0.619387959013693,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>><>>,,0,0,0,1,0,1,1,3,,,,,,,,,,,,,,,,,,,429.3625106109539,429.3625106109539,left,0,0.9675125489011407,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>>>>>,,0,0,0,1,0,2,2,1,,,,,,,,,,,,,,,,,,,431.34905753994826,431.34905753994826,right,0,0.5258452509297058,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<><<,,0,0,0,1,0,3,3,2,,,,,,,,,,,,,,,,,,,432.88790388102643,432.88790388102643,right,0,0.7249699169769883,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,-->--,,0,0,0,1,0,4,4,5,,,,,,,,,,,,,,,,,,,434.62238148995675,434.62238148995675,right,0,0.5275075209792703,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,--<--,,0,0,0,1,0,5,5,4,,,,,,,,,,,,,,,,,,,436.16191063297447,436.16191063297447,left,0,0.44089986698236316,,,,,,,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,0,0,47,,,,,,,,,,,,,,,,,,,,437.6235456520226,445.6264158670092,445.6264158670092,left,0,0.4902380130952224,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,447.14103660092223,447.14103660092223,left,0,0.5162291449960321,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,2,2,39,,,,,,,,,,,,,,,,,,,,,448.6781323699979,448.6781323699979,left,0,0.6381022189743817,,,,,,4,21,M,N,2023-01-03_12h44.38.216,Flanker,2022.2.4,None,
