kolorowanka,Example,Stimuli,proby.thisRepN,proby.thisTrialN,proby.thisN,proby.thisIndex,zapoznanie.thisRepN,zapoznanie.thisTrialN,zapoznanie.thisN,zapoznanie.thisIndex,Warunki.thisRepN,Warunki.thisTrialN,Warunki.thisN,Warunki.thisIndex,Intro.started,Intro_resp.started,Intro_resp.keys,Intro_resp.rt,Kolorowanie1.started,starttt.started,starttt.keys,starttt.rt,koloruj.started,Instruction.started,key_resp.started,key_resp.keys,key_resp.rt,Wyjasnienie.started,text.started,odp_przyk.started,odp_przyk.keys,odp_przyk.corr,odp_przyk.rt,zapo.started,Zadanie.started,Odp.started,Odp.keys,Odp.corr,Odp.rt,zapo.stopped,thanks.started,KONIEC.started,KONIEC.keys,KONIEC.rt,participant,Wiek (w latach),Płeć (K/M),Entropia,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,33.31451139796990,35.28979494806850,space,19.756826356984700,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<<<<,,0,0,0,1,0,0,0,0,,,,,,,,,55.107791280024700,56.06454280600880,space,8.561594508006240,64.64179373101800,364.63954376999800,366.638829797972,space,24.799694017041500,391.5138747500020,400.49981626006800,400.49981626006800,left,0,0.4937548820162190,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>><>>,,0,0,0,1,0,1,1,3,,,,,,,,,,,,,,,,,,,402.0606662420320,402.0606662420320,right,0,0.3757630829932170,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,--<--,,0,0,0,1,0,2,2,4,,,,,,,,,,,,,,,,,,,403.4473905810160,403.4473905810160,left,0,1.4247446689987600,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<><<,,0,0,0,1,0,3,3,2,,,,,,,,,,,,,,,,,,,405.8874529500030,405.8874529500030,right,0,1.0738011040957600,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,-->--,,0,0,0,1,0,4,4,5,,,,,,,,,,,,,,,,,,,407.9663802490100,407.9663802490100,right,0,0.5837991209700700,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>>>>>,,0,0,0,1,0,5,5,1,,,,,,,,,,,,,,,,,,,409.55636271403600,409.55636271403600,right,0,0.5037457100115720,,,,,,,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,0,0,25,,,,,,,,,,,,,,,,,,,,411.0751887729860,419.07174025906700,419.07174025906700,right,0,0.6348186930408700,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,,,,420.72400405304500,420.72400405304500,left,0,0.2793496809899810,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,2,2,36,,,,,,,,,,,,,,,,,,,,,422.012820707052,422.012820707052,right,0,0.3385370869655160,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,3,3,15,,,,,,,,,,,,,,,,,,,,,423.3716814069780,423.3716814069780,left,0,0.37642842903733300,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,424.7644271319730,424.7644271319730,left,0,0.3488526149885730,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,426.12308350903900,426.12308350903900,left,0,0.3279905429808420,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,6,6,51,,,,,,,,,,,,,,,,,,,,,427.46137256303300,427.46137256303300,right,0,0.37781021604314400,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,7,7,44,,,,,,,,,,,,,,,,,,,,,428.8493308600740,428.8493308600740,left,0,0.46965527604334100,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,430.3477373489880,430.3477373489880,right,0,0.2883909329539170,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,9,9,23,,,,,,,,,,,,,,,,,,,,,431.6653853249740,431.6653853249740,left,0,0.33157955203205300,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,433.01208471506800,433.01208471506800,right,0,0.4619809719733890,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,11,11,3,,,,,,,,,,,,,,,,,,,,,434.48279990896100,434.48279990896100,right,0,0.35115126392338400,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,435.8458966909680,435.8458966909680,left,0,0.40716850699391200,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,13,13,40,,,,,,,,,,,,,,,,,,,,,437.2593592390190,437.2593592390190,left,0,0.32951645902358000,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,14,14,57,,,,,,,,,,,,,,,,,,,,,438.612161291996,438.612161291996,right,0,0.34376807196531400,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,15,15,47,,,,,,,,,,,,,,,,,,,,,439.95386916399,439.95386916399,left,0,0.36182445299346,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,16,16,59,,,,,,,,,,,,,,,,,,,,,441.33671477099400,441.33671477099400,right,0,0.3290220230119300,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,17,17,6,,,,,,,,,,,,,,,,,,,,,442.6779149470390,442.6779149470390,right,0,0.31480937998276200,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>> ,0,0,0,1,,,,,0,18,18,5,,,,,,,,,,,,,,,,,,,,,444.0152364230020,444.0152364230020,right,0,0.3517523540649560,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,19,19,11,,,,,,,,,,,,,,,,,,,,,445.3800436509770,445.3800436509770,left,0,0.5107746149878950,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,20,20,30,,,,,,,,,,,,,,,,,,,,,446.9000975099630,446.9000975099630,right,0,0.32773940300103300,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,21,21,28,,,,,,,,,,,,,,,,,,,,,448.2472561550090,448.2472561550090,right,0,0.5415486040292310,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,22,22,38,,,,,,,,,,,,,,,,,,,,,449.7882249880350,449.7882249880350,left,0,0.4235351620009170,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,23,23,35,,,,,,,,,,,,,,,,,,,,,451.2166163820080,451.2166163820080,right,0,0.3382332209730520,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,24,24,42,,,,,,,,,,,,,,,,,,,,,452.57822747307400,452.57822747307400,left,0,0.3825043140677740,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,25,25,41,,,,,,,,,,,,,,,,,,,,,453.9646058350340,453.9646058350340,left,0,0.35705533099826400,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,26,26,32,,,,,,,,,,,,,,,,,,,,,455.3371488250560,455.3371488250560,left,0,0.4304908699123190,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,27,27,56,,,,,,,,,,,,,,,,,,,,,456.78360795404300,456.78360795404300,right,0,0.4178186230128630,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,28,28,37,,,,,,,,,,,,,,,,,,,,,458.22210331400900,458.22210331400900,left,0,0.4534575950820000,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,29,29,16,,,,,,,,,,,,,,,,,,,,,459.68229301902500,459.68229301902500,left,0,0.36521000298671400,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,30,30,33,,,,,,,,,,,,,,,,,,,,,461.0534320640150,461.0534320640150,left,0,0.48992402700241700,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,31,31,50,,,,,,,,,,,,,,,,,,,,,462.5612311309670,462.5612311309670,right,0,0.40321939100977000,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,32,32,4,,,,,,,,,,,,,,,,,,,,,463.96677004301500,463.96677004301500,right,0,0.4156370129203420,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,33,33,54,,,,,,,,,,,,,,,,,,,,,465.39655060798400,465.39655060798400,right,0,0.5319276399677620,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,34,34,27,,,,,,,,,,,,,,,,,,,,,466.9430016260590,466.9430016260590,right,0,0.5324146479833870,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,35,35,52,,,,,,,,,,,,,,,,,,,,,468.48648276599100,468.48648276599100,right,0,0.44977586390450600,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,36,36,39,,,,,,,,,,,,,,,,,,,,,469.94622851500800,469.94622851500800,left,0,0.503195071942173,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,37,37,7,,,,,,,,,,,,,,,,,,,,,471.46097400505100,471.46097400505100,right,0,0.4033825380029160,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,38,38,24,,,,,,,,,,,,,,,,,,,,,472.877194760018,472.877194760018,right,0,0.4430313389748340,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,39,39,55,,,,,,,,,,,,,,,,,,,,,474.32598769199100,474.32598769199100,right,0,0.5852351740468290,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,40,40,10,,,,,,,,,,,,,,,,,,,,,475.9174340600150,475.9174340600150,left,0,0.4667182939592750,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,41,41,17,,,,,,,,,,,,,,,,,,,,,477.38727719697600,477.38727719697600,left,0,0.3188924139831220,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,42,42,26,,,,,,,,,,,,,,,,,,,,,478.7131233420220,478.7131233420220,right,0,0.5300405489979310,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,43,43,31,,,,,,,,,,,,,,,,,,,,,480.25408433703700,480.25408433703700,left,0,0.435064860037528,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,44,44,58,,,,,,,,,,,,,,,,,,,,,481.704263748019,481.704263748019,right,0,0.4158096699975430,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,45,45,22,,,,,,,,,,,,,,,,,,,,,483.13646987697600,483.13646987697600,right,0,0.5395133219426500,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,46,46,0,,,,,,,,,,,,,,,,,,,,,484.6866774240040,484.6866774240040,right,0,0.3892502119997520,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,47,47,8,,,,,,,,,,,,,,,,,,,,,486.0969025410010,486.0969025410010,right,0,0.39606864494271600,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,48,48,19,,,,,,,,,,,,,,,,,,,,,487.4962636480340,487.4962636480340,left,0,0.3856900850078090,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,49,49,43,,,,,,,,,,,,,,,,,,,,,488.88620167505000,488.88620167505000,left,0,0.3665640370454640,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,50,50,46,,,,,,,,,,,,,,,,,,,,,490.2703114290490,490.2703114290490,left,0,0.3675107000162830,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,51,51,29,,,,,,,,,,,,,,,,,,,,,491.64825899899000,491.64825899899000,right,0,0.42351837700698500,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,52,52,45,,,,,,,,,,,,,,,,,,,,,493.0946278600020,493.0946278600020,left,0,0.36617371696047500,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,494.47574654896700,494.47574654896700,right,0,0.576130855944939,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,54,54,49,,,,,,,,,,,,,,,,,,,,,496.0692372539780,496.0692372539780,left,0,0.6494626220082860,,,,,,13,20,K,N,2023-01-05_11h35.24.714,Flanker,2022.2.4,None,
