kolorowanka,Example,Stimuli,proby.thisRepN,proby.thisTrialN,proby.thisN,proby.thisIndex,zapoznanie.thisRepN,zapoznanie.thisTrialN,zapoznanie.thisN,zapoznanie.thisIndex,Warunki.thisRepN,Warunki.thisTrialN,Warunki.thisN,Warunki.thisIndex,Intro.started,Intro_resp.started,Intro_resp.keys,Intro_resp.rt,Kolorowanie1.started,starttt.started,starttt.keys,starttt.rt,koloruj.started,Instruction.started,key_resp.started,key_resp.keys,key_resp.rt,Wyjasnienie.started,text.started,odp_przyk.started,odp_przyk.keys,odp_przyk.corr,odp_przyk.rt,zapo.started,Zadanie.started,Odp.started,Odp.keys,Odp.corr,Odp.rt,zapo.stopped,thanks.started,KONIEC.started,KONIEC.keys,KONIEC.rt,participant,Wiek (w latach),Płeć (K/M),Entropia,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,49.087667861022055,51.06067192403134,space,16.247432386036962,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,--<--,,0,0,0,1,0,0,0,4,,,,,,,,,67.3770571219502,68.32145047793165,space,17.280720578040928,85.62933373893611,385.62912208703347,387.61008315102663,space,34.71698215894867,422.34842254803516,431.3433751419652,431.3433751419652,left,0,0.5425296069588512,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>><>>,,0,0,0,1,0,1,1,3,,,,,,,,,,,,,,,,,,,432.8942021370167,432.8942021370167,left,0,1.5864166860701516,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,-->--,,0,0,0,1,0,2,2,5,,,,,,,,,,,,,,,,,,,435.49725317501,435.49725317501,right,0,0.6113988399738446,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<><<,,0,0,0,1,0,3,3,2,,,,,,,,,,,,,,,,,,,437.1232932219282,437.1232932219282,left,0,0.6663072630763054,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,>>>>>,,0,0,0,1,0,4,4,1,,,,,,,,,,,,,,,,,,,438.801095252973,438.801095252973,right,0,0.6224428049754351,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,<<<<<,,0,0,0,1,0,5,5,0,,,,,,,,,,,,,,,,,,,440.4406420190353,440.4406420190353,left,0,0.45990244299173355,,,,,,,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>> ,0,0,0,1,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,441.9127120350022,449.9090048780199,449.9090048780199,right,0,0.9404065599665046,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,451.8651874900097,451.8651874900097,right,0,0.4449534590821713,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,2,2,44,,,,,,,,,,,,,,,,,,,,,453.3252881949302,453.3252881949302,left,0,0.33394631394185126,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,3,3,29,,,,,,,,,,,,,,,,,,,,,454.6619751059916,454.6619751059916,right,0,0.7411217739572749,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>><>>,0,0,0,1,,,,,0,4,4,38,,,,,,,,,,,,,,,,,,,,,456.44057200395036,456.44057200395036,left,0,0.5155126610770822,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,457.96147734695114,457.96147734695114,right,0,0.38051800802350044,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<><<,0,0,0,1,,,,,0,6,6,22,,,,,,,,,,,,,,,,,,,,,459.34561005898286,459.34561005898286,left,0,0.4174490950535983,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,-->--,0,0,0,1,,,,,0,7,7,57,,,,,,,,,,,,,,,,,,,,,460.7883985749213,460.7883985749213,right,0,0.418493939912878,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,8,8,49,,,,,,,,,,,,,,,,,,,,,462.23063442797866,462.23063442797866,left,0,0.4082647619070485,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,463.65464799897745,463.65464799897745,left,0,0.4213679749518633,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,>>>>>,0,0,0,1,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,465.0913179209456,465.0913179209456,right,0,0.38764534797519445,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,<<<<<,0,0,0,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,466.49627322901506,466.49627322901506,left,0,0.4196063510607928,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
Przez najbliższe 5 minut proszę kolorować otrzymaną pustą kartkę. Naciśnij spację aby zacząć odmierzać czas,,--<--,0,0,0,1,,,,,0,12,12,41,,,,,,,,,,,,,,,,,,,,,467.9253913270077,467.9253913270077,left,0,0.5624192169634625,,,,,,5,21,M,N,2023-01-03_13h01.36.745,Flanker,2022.2.4,None,
